hotel_id,hotel_name,hotel_grade,n_reviews,avg_rating,cleanliness,service,comfort,condition,neighbourhood,region,locality
601887,서면 이그니스 호텔 (Hotel Ignis Busan Seomyeon),2.5,67,8.4,7.8,8.4,8.0,8.0,8.2,0.0,부산광역시
1438560032,호텔하우스 (Gapyeong Hotel Haus),2.5,67,8.6,7.6,7.4,8.2,7.6,0.0,경기도,가평군
1438560032,호텔하우스 (Gapyeong Hotel Haus),2.5,67,8.6,7.6,7.4,8.2,7.6,0.0,경기도,가평군
1088466720,호텔루엠 (Hotel Luem),2.5,67,7.6,8.0,7.6,7.8,7.8,8.0,충청북도,청주시
1088466720,호텔루엠 (Hotel Luem),2.5,67,7.6,8.0,7.6,7.8,7.8,8.0,충청북도,청주시
1543352096,마카롱펜션 (Namhae Macaron Pension),3.5,67,8.2,8.8,0.0,8.0,0.0,0.0,경상남도,남해군
1543352096,마카롱펜션 (Namhae Macaron Pension),3.5,67,8.2,8.8,0.0,8.0,0.0,0.0,경상남도,남해군
1426992928,더메인즈 호텔 (The Mains Hotel),3.0,67,9.0,9.4,9.2,9.0,8.8,0.0,충청남도,천안시
1426992928,더메인즈 호텔 (The Mains Hotel),3.0,67,9.0,9.4,9.2,9.0,8.8,0.0,충청남도,천안시
274217,그랜드 머큐어 앰배서더 창원(구 풀만 앰배서더 창원) (Grand Mercure Ambassador Changwon (ex Pullman)),5.0,67,7.4,7.8,7.6,7.6,7.4,7.4,경상남도,창원시
274217,그랜드 머큐어 앰배서더 창원(구 풀만 앰배서더 창원) (Grand Mercure Ambassador Changwon (ex Pullman)),5.0,67,7.4,7.8,7.6,7.6,7.4,7.4,경상남도,창원시
274217,그랜드 머큐어 앰배서더 창원(구 풀만 앰배서더 창원) (Grand Mercure Ambassador Changwon (ex Pullman)),5.0,67,7.4,7.8,7.6,7.6,7.4,7.4,경상남도,창원시
274217,그랜드 머큐어 앰배서더 창원(구 풀만 앰배서더 창원) (Grand Mercure Ambassador Changwon (ex Pullman)),5.0,67,7.4,7.8,7.6,7.6,7.4,7.4,경상남도,창원시
470834,베니키아 호텔 플라워 (BENIKEA Hotel FLOWER),2.5,67,6.6,6.4,7.2,6.4,6.0,5.6,서울특별시,서울특별시
470834,베니키아 호텔 플라워 (BENIKEA Hotel FLOWER),2.5,67,6.6,6.4,7.2,6.4,6.0,5.6,서울특별시,서울특별시
470834,베니키아 호텔 플라워 (BENIKEA Hotel FLOWER),2.5,67,6.6,6.4,7.2,6.4,6.0,5.6,서울특별시,서울특별시
470834,베니키아 호텔 플라워 (BENIKEA Hotel FLOWER),2.5,67,6.6,6.4,7.2,6.4,6.0,5.6,서울특별시,서울특별시
470834,베니키아 호텔 플라워 (BENIKEA Hotel FLOWER),2.5,67,6.6,6.4,7.2,6.4,6.0,5.6,서울특별시,서울특별시
438078,앨리스 레지던스 (Alice Residence),2.0,67,6.0,6.0,6.0,0.0,6.0,0.0,서울특별시,서울특별시
438078,앨리스 레지던스 (Alice Residence),2.0,67,6.0,6.0,6.0,0.0,6.0,0.0,서울특별시,서울특별시
618606400,스테이 인 제주 (Stay In Jeju),3.0,67,9.2,9.2,9.6,9.4,9.2,9.2,0.0,서귀포시
618606400,스테이 인 제주 (Stay In Jeju),3.0,67,9.2,9.2,9.6,9.4,9.2,9.2,0.0,서귀포시
618606400,스테이 인 제주 (Stay In Jeju),3.0,67,9.2,9.2,9.6,9.4,9.2,9.2,0.0,서귀포시
618606400,스테이 인 제주 (Stay In Jeju),3.0,67,9.2,9.2,9.6,9.4,9.2,9.2,0.0,서귀포시
618606400,스테이 인 제주 (Stay In Jeju),3.0,67,9.2,9.2,9.6,9.4,9.2,9.2,0.0,서귀포시
1048653632,골든튤립 에센셜 남강 (Golden Tulip Essential Namgang),2.5,67,9.2,9.2,9.0,9.2,9.4,0.0,경상남도,진주시
